ID,age,gender,ethnicity,school,TIME,Duration (in seconds),lat,long,Company,Regard,Privacy,Recommend
191,3,1,1,4,11:00,650,29.06550598,-95.38279724,WhatsApp,2,0,5
192,3,3,1,8,7:00,473,38.2631073,-90.56890106,WhatsApp,1,1,0
193,3,2,1,8,15:00,845,39.7696991,-76.65630341,WhatsApp,4,0,0
194,3,1,1,5,7:00,378,27.77879333,-82.68229675,WhatsApp,1,6,2
195,3,1,5,8,8:00,470,40.74000549,-73.93609619,WhatsApp,2,0,0
196,4,1,1,7,12:00,720,37.35400391,-76.74669647,WhatsApp,1,1,0
197,2,2,1,7,9:00,540,42.65800476,-83.18430328,WhatsApp,2,5,5
198,2,1,2,7,13:00,751,39.48849487,-88.35959625,WhatsApp,6,9,10
199,3,1,1,10,24:00:00,1465,33.67480469,-111.9518967,WhatsApp,5,7,8
200,3,2,3,5,10:00,579,34.3401947,-89.48329926,WhatsApp,1,0,0
201,2,2,1,8,9:00,506,23.72900391,90.41119385,WhatsApp,6,6,5
202,3,2,1,7,9:00,537,29.96800232,-90.02929688,WhatsApp,4,5,0
203,4,2,1,8,5:00,319,42.72860718,-83.14759827,WhatsApp,1,5,5
204,2,1,3,8,9:00,530,14.57530212,-60.97450256,WhatsApp,7,8,6
205,5,2,3,9,13:00,773,28.21580505,-82.6595993,WhatsApp,4,6,0
206,3,2,1,6,11:00,680,44.94290161,-123.0350952,WhatsApp,1,0,0
207,3,2,1,7,11:00,689,41.15690613,-85.05560303,WhatsApp,2,5,0
208,4,2,3,5,14:00,840,40.90829468,-73.83460236,WhatsApp,3,3,4
209,3,2,5,7,11:00,692,38.68389893,-121.052597,WhatsApp,2,1,0
210,3,2,5,8,11:00,652,43.01229858,-81.23069763,WhatsApp,1,5,0
211,3,2,1,8,12:00,726,42.63420105,-72.6026001,WhatsApp,4,5,0
212,4,2,1,6,12:00,732,32.90829468,-97.42829895,WhatsApp,4,5,7
213,2,1,1,7,9:00,561,41.33869934,-72.69069672,WhatsApp,5,7,6
214,2,2,3,8,13:00,803,30.61309814,-96.32170105,WhatsApp,7,10,10
215,3,2,1,5,3:00,212,40.50990295,-85.62640381,WhatsApp,7,7,7
216,4,2,5,8,10:00,617,32.23129272,-95.29579926,WhatsApp,1,0,0
217,3,1,1,8,20:00,1177,33.9828949,-84.32420349,WhatsApp,6,5,9
218,5,2,1,5,18:00,1081,40.25939941,-81.9641037,WhatsApp,1,0,0
219,3,2,1,9,7:00,418,43.13110352,-88.33589935,WhatsApp,4,0,0
220,4,2,1,3,14:00,887,39.90559387,-75.48739624,WhatsApp,2,0,0
221,2,1,1,7,7:00,462,43.51899719,-96.73220062,WhatsApp,2,2,2
222,4,2,1,5,6:00,389,38.34150696,-82.51799774,WhatsApp,1,1,0
223,5,1,1,7,18:00,1076,32.85740662,-96.87059784,WhatsApp,1,0,0
224,4,1,5,10,8:00,510,39.27679443,-76.90149689,WhatsApp,2,4,5
225,2,1,1,8,9:00,571,32.81480408,-96.87049866,WhatsApp,7,8,10
226,5,1,1,5,8:00,473,37.76620483,-87.25910187,WhatsApp,1,0,0
227,4,1,1,9,8:00,460,44.68490601,-92.88490295,WhatsApp,1,0,0
228,3,2,1,9,7:00,396,37.34950256,-122.1163025,WhatsApp,1,5,5
229,2,1,1,5,4:00,264,36.79679871,-76.17669678,WhatsApp,4,0,0
230,3,1,1,8,10:00,607,42.65409851,-71.92199707,WhatsApp,2,3,1
231,3,1,3,8,5:00,289,41.6934967,-87.61450195,WhatsApp,4,2,1
232,3,2,1,6,10:00,574,37.68119812,-122.1344986,WhatsApp,1,0,0
233,2,2,1,8,9:00,547,40.31489563,-86.89080048,WhatsApp,1,5,5
234,4,2,3,8,11:00,654,37.50230408,-77.56929779,WhatsApp,1,5,2
235,3,1,3,9,4:00,3857,40.72140503,-74.00520325,WhatsApp,6,9,10
236,3,1,2,4,7:00,387,33.9230957,-118.1396027,WhatsApp,6,2,8
237,1,1,1,5,8:00,511,39.99299622,-82.99849701,WhatsApp,4,0,0
238,3,1,5,8,8:00,516,40.76370239,-73.77249908,WhatsApp,5,6,7
239,2,1,2,9,15:00,900,44.90159607,-122.9223022,WhatsApp,6,6,7
240,2,1,1,8,4:00,269,38.77009583,-77.63210297,WhatsApp,7,10,10
241,3,1,1,7,6:00,369,36.11129761,-115.2790985,WhatsApp,1,3,0
242,3,1,1,7,20:00,1237,34.22810364,-84.1780014,WhatsApp,4,5,0
243,4,1,1,8,8:00,519,40.3117981,-88.146698,WhatsApp,4,0,0
244,4,2,1,8,7:00,14793,40.75059509,-73.82039642,WhatsApp,4,5,5
